Email, LastName, FirstName, Country, PhoneNum, Password, 
ladair@blueyonder.co.uk, Adair, Lydon, Cambodia, 398-6392, T)yb0ZH6+U9]1+j, 
ladair@hotmail.fr, Adair, Lennard, Georgia, 867-7865, |$IXgOer~Ev2, 
lantoniewicz@yahoo.fr, Antoniewicz, Linea, Indonesia, 997-5276, otAUYPd3rUl, 
lberthe@live.com.au, Berthe, Lian, Lithuania, 444-3529, UI8HjI]X{5EUFvG, 
lbinstead@live.co.uk, Binstead, Leonard, Costa Rica, 209-7465, cpWTd02-[8DQi, 
lblackaller@ig.com.br, Blackaller, Lavinia, Lebanon, 429-9308, +kAMLSQB&B, 
lblackhurst@gmx.net, Blackhurst, Libby, Pakistan, 444-9916, /\kD}'5CF;q]fgl, 
lburcher@yandex.ru, Burcher, Leonard, Bulgaria, 925-7293, S+aPaXT+[^.r?3, 
lcarthew@voila.fr, Carthew, Lauryn, Argentina, 867-7435, YX5MDz~liG_s>, 
lcleminshaw@yahoo.in, Cleminshaw, Lyle, Belize, 925-3907, P/l6B.Zzv@, 
lcrookes@aliceadsl.fr, Crookes, Lothario, Tuvalu, 398-6609, Tu>!w[h, 
ldauney@aol.com, Dauney, Lauraine, Cabo Verde, 997-1434, >/$U+%59, 
ldenecamp@yahoo.co.uk, Denecamp, Luigi, Madagascar, 209-9224, d(cXQ~1\yxgQf$5R, 
ldunkersley@hetnet.nl, Dunkersley, Laura, Netherlands, 867-9376, ]Kpkbtn;heC', 
lfillary@ig.com.br, Fillary, Loren, Bulgaria, 925-8951, RSks5r1p5guNmQ-, 
lfinlan@chello.nl, Finlan, Libby, Nepal, 209-3112, cm$t\d[5^A, 
lgladdis@qq.com, Gladdis, Laurice, South Africa, 867-2303, ^2IKs(`J'O.h, 
lglastonbury@frontiernet.net, Glastonbury, Lucius, Uganda, 270-5274, jvhw&UrY2j, 
lgyde@outlook.com, Gyde, Leonard, Tanzania, 867-2332, Xp00jy{zQ\LTa, 
lhallahan@telenet.be, Hallahan, Libby, Burkina Faso, 270-3465, 'lwM=dH@Ez, 
lhazell@yahoo.com.sg, Hazell, Laurice, Algeria, 925-9027, >fZW%}s, 
lhorbath@bluewin.ch, Horbath, Lucius, Comoros, 219-5636, m{Ctm&{3C>:|@oDn, 
lhowsley@aim.com, Howsley, Les, Mali, 444-8181, 2f9\'*iT<S}N!O, 
lhughf@blueyonder.co.uk, Hughf, Leonardo, New Zealand, 429-4805, yML80En, 
lhundal@virgilio.it, Hundal, Lottie, Timor-Leste, 444-3837, q^C0KpD), 
ljune@yahoo.com.sg, June, Loren, Bolivia, 209-9738, :9!:0"!ymp#|p_, 
lkamienski@shaw.ca, Kamienski, Lothario, Moldova, 908-3485, )&9dd"ZEyKt{VO)T, 
lkeford@bellsouth.net, Keford, Lyndsie, Czechia (Czech Republic), 867-8184, Qt5[f}.'N@yNv, 
lkernley@rocketmail.com, Kernley, Lian, United States of America, 997-9073, cwwi^;bA>n#>R, 
llemarchant@club-internet.fr, LeMarchant, Lyle, Bahamas, 867-3927, ">cB{2{ciT, 
lmaccathay@yahoo.com, MacCathay, Lothario, Cambodia, 925-7332, ro'NZ-k@, 
lmather@voila.fr, Mather, Lavinia, Cuba, 444-8204, pLmJy`J{`0b?\@, 
lmayers@planet.nl, Mayers, Lanny, San Marino, 429-8801, n-?D(rwh}e)qdx0`, 
lmcausland@yahoo.it, McAusland, Lian, United States of America, 867-4733, bmL+cUakj, 
lmennithorp@laposte.net, Mennithorp, Libby, Bolivia, 444-6053, o;Skhg0]XeQT, 
lmitchell@sky.com, Mitchell, Lu, Burundi, 270-2814, L*.;Hf~Ic, 
lmouan@qq.com, Mouan, Lorne, Turkey, 444-8059, 'gdd"dLC, 
lnowak@yahoo.de, Nowak, Lavinia, Bahrain, 270-4651, \FHKJ'e(Sm^aTUp, 
lolivelli@zonnet.nl, Olivelli, Laurice, Australia, 925-9081, 3Cg`;[ov(UI, 
lpape@facebook.com, Pape, Lian, Sri Lanka, 925-4943, ND4yNjob|?gz7z, 
lpatrie@mail.com, Patrie, Lola, Morocco, 398-3532, CIqKG>8, 
lprall@yahoo.com.au, Prall, Libby, Afghanistan, 867-8341, SzJE42], 
lpresnall@centurytel.net, Presnall, Lauryn, Mexico, 908-3281, bA07$Q:vFE, 
lprugel@googlemail.com, Prugel, Lin, Angola, 219-8465, Joe\L=OoxKvR, 
lpunton@club-internet.fr, Punton, Laurice, Nepal, 429-4521, $'OkyuZpd?\c^~5, 
lrandall@bigpond.com, Randall, Les, Slovakia, 270-8462, #9zB"V^I:V^$h, 
lreedman@qq.com, Reedman, Leonie, Latvia, 219-3981, U`ldsWZW, 
lsallery@yahoo.com.ar, Sallery, Lorne, Côte d'Ivoire, 444-6688, (zY3^aVG$MV[=x#[, 
lsalsberg@yahoo.ca, Salsberg, Lillian, Kenya, 908-4498, H-sWbIlcd<5}, 
lsarre@yandex.ru, Sarre, Lianna, Monaco, 398-3208, n4=Dt|=yiVm, 
lshearme@charter.net, Shearme, Lamont, Senegal, 997-4669, +zWIODT+l, 
lsimonich@me.com, Simonich, Les, Nigeria, 429-2025, #U7yI[K2!R, 
lsinnott@live.it, Sinnott, Libby, United States of America, 444-4051, a~DUex.43)3H0v[Z, 
lsteffans@charter.net, Steffans, Levin, Nepal, 867-2392, 3_Tf{zr, 
lswetman@aliceadsl.fr, Swetman, Leora, Australia, 908-8941, ~`O+*x;#6%43PH, 
lsyncke@sbcglobal.net, Syncke, Leona, Saint Kitts and Nevis, 997-8792, yl"ACBm"jLhh8, 
lthunnerclef@bluewin.ch, Thunnerclef, Lucius, Argentina, 867-7492, FM4}B&, 
ltindley@uol.com.br, Tindley, Lu, Norway, 398-5189, %ZjNjy?4, 
lwhicher@home.nl, Whicher, Laural, Mozambique, 219-9115, 9zMc[#, 
maleksankin@gmx.de, Aleksankin, Marcille, Mauritania, 997-7552, {ijoYw, 
mantoniottii@bellsouth.net, Antoniottii, Marilyn, Colombia, 270-5692, n2KKl[, 
mashmole@ymail.com, Ashmole, Meade, Peru, 429-3952, g}'.\p!p^;z"b>, 
mazam@frontiernet.net, Azam, Marlowe, Norway, 867-4335, |m9F.*]LJ/qPM$, 
mbambrugh@ymail.com, Bambrugh, Mavra, Cabo Verde, 444-9350, *rvJvJZK'5s"+, 
mbarnsdall@laposte.net, Barnsdall, Moss, El Salvador, 997-7430, )]4g+'\'OS-.^F, 
mbartos@arcor.de, Bartos, Marcille, Netherlands, 429-3332, -s+mU=5JviP`, 
mberthe@web.de, Berthe, Maryrose, Nauru, 398-9457, <I4KtDbE=tCL&:, 
mbigham@mail.com, Bigham, Mick, Netherlands, 867-7414, x\nt7T, 
mbourgeois@neuf.fr, Bourgeois, Merry, Myanmar (formerly Burma), 867-2281, zC*X\oo_.oo('dL, 
mbulfoot@freenet.de, Bulfoot, Moe, Jordan, 997-7455, bhl*~]Q!p>bU~, 
mbumby@yahoo.com.ar, Bumby, Moria, Zimbabwe, 997-9163, @nCAEyfi3J*2, 
mcaddy@optonline.net, Caddy, Modesta, Morocco, 867-7975, tb_OEnNg&nq, 
mcatford@verizon.net, Catford, Moe, Haiti, 925-5524, b|`{0&!+, 
mchatwood@me.com, Chatwood, Merrielle, Bangladesh, 209-5653, tv|oqQ=![Za, 
mchidwick@orange.fr, Chidwick, Moria, Albania, 398-2294, R9Ee?qoe6!ACg, 
mclacey@telenet.be, Clacey, Myrah, Suriname, 997-4180, ~0dB4Cu, 
mcorns@live.co.uk, Corns, Marlowe, Sudan, 270-7123, !%0QjrxS~, 
mcorns@skynet.be, Corns, Moira, Gabon, 908-1000, U.iRZC*, 
mcrankhorn@shaw.ca, Crankhorn, Mikaela, Central African Republic, 997-8804, 9$ApJy>}Cg}t, 
mcrankhorn@yahoo.co.jp, Crankhorn, Merrel, Afghanistan, 429-3398, tP%Q>brQsDM3Gt, 
mcreenan@bellsouth.net, Creenan, Marietta, Vietnam, 270-9043, oJ1p;hS+gdTM3N7P, 
mdockrell@rediffmail.com, Dockrell, Moria, Bahamas, 997-1816, gB-vadR, 
mdoonican@rocketmail.com, Doonican, Milton, Mauritania, 209-6997, +o1jmc@/, 
mdunderdale@club-internet.fr, Dunderdale, Milton, France, 209-6265, TuD'2f(NEY]~?|c, 
mdyers@hotmail.it, Dyers, Matthus, Tajikistan, 444-3164, Y#2IpFC5#fEF7of-, 
melnor@facebook.com, Elnor, Merci, Ireland, 997-9861, ]dteJ[O}, 
mfinlan@centurytel.net, Finlan, Melodee, Liberia, 209-4354, XJ#tqT|LD;%0B*qv, 
mfoakes@comcast.net, Foakes, Merci, Djibouti, 867-1605, XLWxZ6_]5v, 
mfollacaro@laposte.net, Follacaro, Maressa, South Sudan, 444-4942, C`f%XV#XVFX"dSs, 
mfollacaro@sfr.fr, Follacaro, Merry, France, 908-9786, 4F`1Dd, 
mfranceschi@home.nl, Franceschi, Minny, Ireland, 209-1447, wzVf|_.up*!;yV\, 
mgebhard@earthlink.net, Gebhard, Maryjo, Panama, 444-6995, }dO4JCJDC=G9`, 
mgiblin@bluewin.ch, Giblin, Modesta, Grenada, 270-3613, ]U&dK(:ZANr6u, 
mgilburt@earthlink.net, Gilburt, Myrvyn, Czechia (Czech Republic), 270-3349, CE&:d.p/py*f:\, 
mgyde@tiscali.co.uk, Gyde, Malissa, Paraguay, 867-2358, U#NJ|%_[ZGt, 
mharty@virgilio.it, Harty, Moe, Panama, 908-9982, hB=;z{, 
mhenkmann@hotmail.com, Henkmann, Madlin, Mexico, 209-9696, ;fR1pzD@|, 
mkunkler@verizon.net, Kunkler, Minnaminnie, Israel, 398-4447, !SNLrd, 
mkyle@gmail.com, Kyle, Martin, Nigeria, 270-2878, 7.VGD+|s[k}, 
mlackie@hotmail.it, Lackie, Marietta, Sweden, 219-5922, U%Hk&.G+y`#, 
mleipelt@mac.com, Leipelt, Marlowe, Iraq, 398-7963, a9Y9=L, 
mloody@hotmail.fr, Loody, Maible, Tonga, 219-8180, xr(.KxCf`.5oBP, 
mm'quharge@hotmail.co.uk, M'Quharge, Maisie, Vanuatu, 270-5808, }Bf=()mZ@5;bCq1W, 
mmarsay@live.co.uk, Marsay, Mick, Nauru, 398-3083, YC6wotckm{, 
mmartugin@neuf.fr, Martugin, Maurita, Iran, 925-1467, 0%"UB13)6L~, 
mmccritichie@laposte.net, McCritichie, Merrel, Bolivia, 867-3143, 8eygMx-C>Qk'@`, 
mmeagh@aol.com, Meagh, Myrah, Marshall Islands, 925-8746, 1\5I%?^Ov8|, 
mmelross@mail.ru, Melross, Moria, Malta, 444-9223, "$V*p8{+9M+0XG, 
mmemmory@yahoo.com.au, Memmory, Marketa, Niger, 908-2325, zwPe3Eux, 
mmilsap@chello.nl, Milsap, Marijn, Lebanon, 444-5764, ryD>j$`Z9, 
mmitie@yahoo.co.id, Mitie, Maddie, Central African Republic, 270-7232, x+E3Uh[#HiR, 
mmouan@mac.com, Mouan, Marita, Saint Kitts and Nevis, 398-5596, vZ?!_6tNO, 
mmulchrone@freenet.de, Mulchrone, Maurita, Paraguay, 925-7697, @$;u"CvrV~mAc+x, 
mnaptin@msn.com, Naptin, Michael, Latvia, 908-2167, C:2g;[0[d'.+O, 
mnewbigging@yahoo.com.sg, Newbigging, Marijn, Zambia, 429-2808, #+dzv~a, 
moboy@yahoo.com.mx, Oboy, Malcolm, Lesotho, 444-7023, +=ZGA&, 
molenikov@yahoo.com.sg, Olenikov, Michael, Guatemala, 444-3624, <<)3wYNf, 
mparysiak@uol.com.br, Parysiak, Marketa, Uzbekistan, 444-6275, ?+XcJ1;V%8GlRR, 
mpavlovsky@yahoo.com, Pavlovsky, Mick, United Arab Emirates, 209-6406, /T&C6JxGu?+;, 
mpirkis@hotmail.co.uk, Pirkis, Marthena, Central African Republic, 270-8020, Kg#R08A9.(, 
mpresnall@laposte.net, Presnall, Marita, Palau, 444-3185, Td>]q?xWEP, 
mrea@optonline.net, Rea, Modesta, Brazil, 925-2716, V<f>R3, 
mreitenbach@club-internet.fr, Reitenbach, Mackenzie, Bolivia, 398-5161, 2i>}Ji+0&=@{Q, 
mrevey@yahoo.ca, Revey, Maryrose, Uruguay, 908-5192, [?47[lDB417, 
mromagnosi@earthlink.net, Romagnosi, Mandel, Saint Vincent and the Grenadines, 270-8463, ZeO<&X^U"m, 
mromagnosi@rambler.ru, Romagnosi, Malinde, Brunei, 444-9111, HRGb/Sx@M`$=eP2#, 
mrosenzwig@yahoo.co.id, Rosenzwig, Mariellen, Canada, 270-9227, BR5LfID).'oR, 
mshearme@yahoo.com.sg, Shearme, Merci, Czechia (Czech Republic), 270-1294, uEB!A3iIf, 
msheward@live.ca, Sheward, Marilyn, Lesotho, 908-2096, xqV(Ik_crzm/, 
msprigin@rediffmail.com, Sprigin, Mirabel, Tunisia, 219-8122, 3/|L"!o7, 
mstammer@chello.nl, Stammer, Mandie, Ireland, 908-3928, &&n@0Ag, 
msummerill@hotmail.de, Summerill, Melodee, Iceland, 925-5449, `7Z@IX, 
mtoke@sbcglobal.net, Toke, Marve, Armenia, 908-4742, p<an35m<ckP[, 
mtrase@mac.com, Trase, Michael, Oman, 908-2053, oHV'E85SrWMT~, 
mverny@mac.com, Verny, Malinde, Myanmar (formerly Burma), 908-5273, )bBscr:?@k>, 
mwheowall@ymail.com, Wheowall, Merilee, Libya, 219-5610, $WTEE0&&*B5>V6<, 
mwinsborrow@charter.net, Winsborrow, Malvina, Madagascar, 444-5313, <%9u4+D`, 
mwoollin@yahoo.com.ar, Woollin, Marijn, South Sudan, 219-1724, c=S'GeUzxX(, 
myallowley@live.fr, Yallowley, Montague, Bulgaria, 444-2125, <(RW`+, 
nager@comcast.net, Ager, Nial, Jamaica, 219-4746, F4^?5tT, 
nbarnaclough@bellsouth.net, Barnaclough, Noble, Palestine State, 398-3063, iu6kx}, 
nbulfoot@juno.com, Bulfoot, Noach, Sweden, 925-2528, .1KEk<q;(+ER`i, 
ncahey@aliceadsl.fr, Cahey, Nichols, Belarus, 867-1308, 5FIzwipB, 
nchallace@bigpond.net.au, Challace, Nehemiah, Liechtenstein, 429-4808, jnE=G@bg2}vt|, 
ndelnevo@gmx.de, Delnevo, Nico, Jamaica, 209-6022, %~5^DK:f, 
ndenness@hotmail.de, Denness, Nels, Congo (Congo-Brazzaville), 398-5401, +RIrQu$E, 
nfebvre@wanadoo.fr, Febvre, Northrup, Eritrea, 867-6268, |Ji-Sh3Aw, 
nhackinge@yahoo.com.ar, Hackinge, Northrup, Saint Lucia, 429-3204, 8!R)3c$p.kQH8p`, 
nhavile@rediffmail.com, Havile, Ninetta, Egypt, 219-5509, Z$q;t>}6x, 
nholliar@shaw.ca, Holliar, Niall, Cameroon, 270-2042, ~<.'*]=*o|{"_, 
njaniak@zonnet.nl, Janiak, Nadya, Fiji, 209-2348, r#xm}GE, 
nkenwrick@uol.com.br, Kenwrick, Nadya, Malaysia, 925-2179, 1{^u*Qc18==v, 
nlacasa@mac.com, Lacasa, Nikki, Moldova, 908-3512, zNoRZyTGMztpPLZ, 
nlackie@ig.com.br, Lackie, Nico, Cameroon, 867-6773, 7P)f.PBCHaQMDl|, 
nlauks@windstream.net, Lauks, Nial, Palestine State, 429-3636, >W9[*~53I, 
nmatitiaho@juno.com, Matitiaho, Nanine, North Macedonia, 270-9813, Nh:7AZ!"GtAV*, 
nnaulls@bluewin.ch, Naulls, Nessi, Sri Lanka, 270-6780, faL7bnx7', 
npaul@ntlworld.com, Paul, Neddie, Tunisia, 219-7217, #o]VZQ, 
npett@yahoo.co.id, Pett, Nial, Lithuania, 444-8092, +N`e%OY8F., 
nprine@t-online.de, Prine, Nikki, Burundi, 429-6296, E=Y\v)/.a<d/@<, 
nreedman@sfr.fr, Reedman, Niall, Kuwait, 270-3090, wxUk\cnh_B@en(c2, 
nrodgier@hotmail.de, Rodgier, Noni, Mexico, 270-3556, "Gs)sLO, 
nsegot@aim.com, Segot, Nikki, Peru, 444-8520, x%29B4S9HfP:IoSR, 
nstuck@gmx.de, Stuck, Niall, Mozambique, 398-9976, WdLZrX1c, 
nsuett@telenet.be, Suett, Nehemiah, Denmark, 209-4109, %mdx@_1Vw, 
nurwen@rambler.ru, Urwen, Nessi, Grenada, 444-1958, 7P4ocq2>D, 
nwhelband@tiscali.it, Whelband, Nanine, Papua New Guinea, 444-3949, ;mq:|+D#_E4W=s, 
ocourtliff@live.fr, Courtliff, Orin, Cameroon, 908-8907, 3h%o$g, 
ocuttler@gmail.com, Cuttler, Olivette, Montenegro, 270-2918, ViR&P3, 
ofarrow@live.fr, Farrow, Oliy, Qatar, 908-7101, u#v-BvOKzx[x)@, 
oivins@yahoo.in, Ivins, Ofelia, Romania, 925-1326, wqi%'l_K9K", 
okiledal@ig.com.br, Kiledal, Oliviero, France, 429-8487, iSlvo#, 
okorous@bol.com.br, Korous, Olivette, Japan, 444-1503, NVD*;Bqzu, 
okuhnt@bellsouth.net, Kuhnt, Ofelia, Japan, 270-4045, $3VPrfc>~, 
ooverbury@cox.net, Overbury, Ogdon, Slovenia, 997-4423, a9V'Mgc)WK^8[uBV, 
opaul@blueyonder.co.uk, Paul, Osmond, Qatar, 219-8343, 9ve-Lx{LUKJwZ, 
othraves@t-online.de, Thraves, Ogdon, Mali, 925-5204, ^11{Yx, 
pbarnsdall@googlemail.com, Barnsdall, Pauletta, Nigeria, 997-4360, Yu)"i`"KY0bY+d'>, 
pbigham@hotmail.it, Bigham, Pammi, Belize, 209-6005, pAAsXA~/V!E, 
pbreem@club-internet.fr, Breem, Phillie, Monaco, 398-5657, 4#ZYQP, 
pcatt@shaw.ca, Catt, Peggi, United Kingdom, 925-9172, `$=ZfD, 
pcrayden@gmx.de, Crayden, Peter, Syria, 429-7203, Ia'&(6z5#, 
pdablin@mail.ru, Dablin, Patricio, Mauritius, 209-1257, {f#EchGd, 
pdallander@tiscali.it, Dallander, Pegeen, Tanzania, 444-2034, euPNBXRxu]o, 
pdinnies@ntlworld.com, Dinnies, Paulie, Sweden, 925-5864, dM9B9v52[uQ}O9YQ, 
pferrey@outlook.com, Ferrey, Prescott, Libya, 398-1263, aQ}E/p/h@$<RhsoO, 
pfidal@googlemail.com, Fidal, Petronia, Burundi, 997-6951, cr4dC1.ot-t}ze;{, 
pgreenhowe@rambler.ru, Greenhowe, Philipa, Dominican Republic, 209-7510, -pltk+, 
phaggerwood@yahoo.ca, Haggerwood, Peggi, Gabon, 398-1568, haN8NQK, 
pmaccathay@facebook.com, MacCathay, Prescott, Laos, 867-7257, M.mC!&^czs6YXl, 
pminter@msn.com, Minter, Pris, Belarus, 429-2302, 3#zp8M+"EF, 
pniland@aol.com, Niland, Pammi, Cambodia, 398-5548, o{-rj`D(qp, 
prosina@mac.com, Rosina, Pierrette, Tajikistan, 429-1152, B+xl%S}rsKAXg]9I, 
psentance@yahoo.co.jp, Sentance, Purcell, Greece, 997-8971, sHk8:A^R, 
pshout@me.com, Shout, Philipa, Suriname, 908-7316, fD=5{0N"_8[Z]gs, 
psimonsson@shaw.ca, Simonsson, Pegeen, Kazakhstan, 867-8320, J?XEE<, 
psitlinton@yahoo.co.id, Sitlinton, Paddy, Iran, 219-8080, >geb0s_qN)UY=}Q, 
psprigin@tin.it, Sprigin, Paulie, Haiti, 209-3677, Hp-M{hX, 
ptink@yahoo.co.id, Tink, Petronia, Lesotho, 867-2412, dBklVi~b, 
ptrelevan@libero.it, Trelevan, Paulie, Mauritius, 219-1058, $+;ZRGwA, 
pverdy@hotmail.com, Verdy, Pete, Saudi Arabia, 209-1333, !Re%a(Hm:TtGY:, 
ragg@neuf.fr, Agg, Ryley, Malawi, 429-5793, 1Sll+2MlR5, 
rarchambault@ig.com.br, Archambault, Roselle, Italy, 997-4226, =dcAHw.r|, 
rbarnsdall@earthlink.net, Barnsdall, Rubina, Serbia, 270-6153, 5#Pj1.C0, 
rbarritt@aol.com, Barritt, Roxy, Lithuania, 444-8222, ql@v6]0Am, 
rbayfield@earthlink.net, Bayfield, Rip, Mauritius, 219-5274, r[|xmAS';oNWs.v", 
rbestwick@sbcglobal.net, Bestwick, Rolfe, Tanzania, 444-5206, ohdM0sb, 
rblasing@mac.com, Blasing, Ryley, Lebanon, 444-8291, TV)M^;, 
rbrecon@blueyonder.co.uk, Brecon, Rianon, Italy, 219-3338, .4<#:q.3y~}[D])Q, 
rbrinsden@aim.com, Brinsden, Rica, Uzbekistan, 925-1731, /t2'{fi>Ncdr, 
rchastel@yandex.ru, Chastel, Rosalinda, Norway, 219-2266, t5y!c2~2-JTToa, 
rcornau@yahoo.com.ar, Cornau, Rivkah, Iceland, 270-1368, v5Qo2dV<u[9, 
rdauney@bellsouth.net, Dauney, Rance, Benin, 925-5341, v+A>IV')c7, 
rde najera@web.de, de Najera, Randene, Slovenia, 444-1719, m4|3-Od>, 
rdelnevo@charter.net, Delnevo, Rolfe, Saudi Arabia, 925-7648, e_&U/HxYCS1, 
rdesport@charter.net, Desport, Rufus, Australia, 270-3496, -l&a)3v7J4V, 
relnor@att.net, Elnor, Roarke, Chad, 209-6285, b"E-66Z|;I8>, 
rembery@bol.com.br, Embery, Roselle, Brazil, 429-6098, a_xil:s, 
rfelipe@blueyonder.co.uk, Felipe, Romola, Iceland, 209-4554, QXp[Wfk`}cX1;t, 
rfountaine@yahoo.in, Fountaine, Ritchie, Chad, 209-8380, +CcYQLgA5%TER4!, 
rfursey@hotmail.com, Fursey, Roarke, Senegal, 219-5612, 3pns(}4(C;<x:E, 
rgaitskill@yahoo.de, Gaitskill, Raimund, China, 429-2491, 'Q5CH)c, 
rgiblin@zonnet.nl, Giblin, Rhoda, Georgia, 444-8601, <"+7l'H5, 
rgilburt@yahoo.com, Gilburt, Rianon, Hungary, 219-8840, 7lOJkW27fE!SY, 
rglastonbury@live.ca, Glastonbury, Rriocard, Cyprus, 444-5890, d=#`GW#j85ZTb, 
rglazyer@bluewin.ch, Glazyer, Rozelle, Nigeria, 270-4876, rsKOh0V:9, 
rgood@aim.com, Good, Rip, Rwanda, 209-5460, mcTFPT2, 
rgwilliam@sympatico.ca, Gwilliam, Rance, Uganda, 908-8114, ".0EO=7GHY;MA|$, 
rhenkmann@yahoo.com, Henkmann, Rois, Serbia, 925-2642, \yq}%L3@KDq"G!pc, 
rinfantino@live.nl, Infantino, Rois, Palau, 925-7146, 8*VMR{t, 
rivins@yahoo.ca, Ivins, Ritchie, Czechia (Czech Republic), 997-2881, ?{;ozJl'SxEv!, 
rkenwrick@sky.com, Kenwrick, Rois, Czechia (Czech Republic), 997-6158, vDhzM4, 
rkitchenman@me.com, Kitchenman, Ryan, Japan, 925-7536, {@])h.if5[-, 
rkunkler@home.nl, Kunkler, Randene, Azerbaijan, 444-1503, 7>Z8C.k"hM*, 
rladlow@hetnet.nl, Ladlow, Rooney, Afghanistan, 209-1420, %H8fN/k9YA8ve, 
rledstone@orange.fr, Ledstone, Rivi, Central African Republic, 997-7356, 8k0*.G$h~^#'rcg, 
rmidlane@yahoo.de, Midlane, Red, Sri Lanka, 209-5691, 6:K8=\, 
rnetting@live.ca, Netting, Rafaello, Gambia, 270-3422, 8<(fFc7, 
rparsley@hotmail.de, Parsley, Renata, Central African Republic, 867-3889, ;'hOQP@N^2aO!op, 
rpasmore@wanadoo.fr, Pasmore, Rozelle, Italy, 219-5183, &hTIN&bHvz`1a, 
rpatillo@free.fr, Patillo, Ruthi, Czechia (Czech Republic), 925-5936, %3.{Z!x7$>wPo4I, 
rpedrazzi@hotmail.co.uk, Pedrazzi, Rivkah, Mongolia, 219-3336, A2O":O0D"<, 
rprall@virgilio.it, Prall, Roxana, Samoa, 444-9344, Gai*m(`_~Tz_., 
rpresnall@hotmail.co.uk, Presnall, Raynor, Côte d'Ivoire, 219-3638, /grGGPXo_J0`=S0g, 
rrandall@charter.net, Randall, Rickard, Estonia, 429-8638, zB2~@4pQ, 
rruprechter@yahoo.com.mx, Ruprechter, Rance, Mali, 209-1615, *dxlCMt, 
rsarre@rocketmail.com, Sarre, Roxy, Russia, 429-7726, +lv}!u"6Dn, 
rsmickle@sky.com, Smickle, Riannon, Honduras, 429-2890, zoF:|9&S", 
rswanton@gmx.de, Swanton, Ryan, Singapore, 219-4501, IR<S{R\GZ, 
rtether@shaw.ca, Tether, Rivkah, Malta, 209-6358, )Q}Xy~l, 
rthelwll@yahoo.fr, Thelwll, Reinald, Iran, 209-7869, au0&p;'o_^g\], 
rtranfield@zonnet.nl, Tranfield, Rand, South Sudan, 997-1798, J(6(Wm^%u<%#\, 
rverny@live.com, Verny, Rinaldo, Estonia, 867-6732, .l]#>-]-[W, 
rweekley@web.de, Weekley, Rinaldo, Liechtenstein, 997-5494, 0^bejPbM;Ig;)m, 
rwestrope@hotmail.com, Westrope, Rip, Liechtenstein, 925-7144, 0:+Rv#F[*D5u], 
rwollard@me.com, Wollard, Reinhold, Cuba, 908-6879, ;nnR%T-jcJuY, 
rwoodgate@facebook.com, Woodgate, Roxana, Thailand, 429-3860, R3e>$fPP#Rc?S4, 
rwormstone@cox.net, Wormstone, Rooney, Grenada, 429-1949, @}sqCGdzTJY, 
sager@yahoo.com, Ager, Sibilla, Sri Lanka, 997-2852, x~`<qqM<, 
sberrycloth@yahoo.fr, Berrycloth, Stefano, Sao Tome and Principe, 867-9420, EI9Fdwi2{, 
sbogays@yahoo.com, Bogays, Steven, Antigua and Barbuda, 444-1494, TAkPdqU))Yvao2, 
sbould@ymail.com, Bould, Sylvia, Ethiopia, 908-4682, jG<vHsOUN, 
sbourgeois@earthlink.net, Bourgeois, Salomi, Switzerland, 908-3488, 9?5.Gw[=n~nUT?6w, 
sbowden@live.fr, Bowden, Simon, Bahrain, 398-9698, NM6%i"/, 
sbyrnes@juno.com, Byrnes, Staford, Luxembourg, 429-5324, Ca&*CPI/, 
scaulket@arcor.de, Caulket, Salomi, Cuba, 908-3362, mSG&pU'nSVnotF, 
screenan@outlook.com, Creenan, Sorcha, Belize, 429-9606, .<CX2eu0AgcQ3h, 
scrookes@mail.com, Crookes, Susy, Togo, 429-9692, \1LZj.<Q8(*fLkC, 
sdilrew@mac.com, Dilrew, Sunny, Romania, 925-4783, ZrG=SgI^FE, 
sdudderidge@yahoo.com.sg, Dudderidge, Sunny, North Korea, 908-6105, V5[bo.BAw<LIExDu, 
sduplan@bigpond.com, Duplan, Sorcha, Grenada, 219-2799, #ZIdKA, 
sdwyer@yahoo.co.uk, Dwyer, Selene, Iceland, 925-4445, V#!R4$d4H6\, 
sellyatt@att.net, Ellyatt, Shawnee, Ecuador, 908-8156, 2nSZ*{, 
sfeaster@hotmail.es, Feaster, Simon, Qatar, 997-7444, ugT0}y}, 
sfebvre@virgilio.it, Febvre, Shandy, Vietnam, 925-5972, [!I=_NR3"0=V, 
sfenlon@mail.com, Fenlon, Stefano, Spain, 908-2879, |Ru8")`)ianG9, 
sfountaine@club-internet.fr, Fountaine, Shaylah, Zimbabwe, 209-6319, FK7CPmJr, 
sgrahlmans@libero.it, Grahlmans, Sadella, Argentina, 219-7386, Ug_{_XQbs, 
sgrayston@laposte.net, Grayston, Sonni, Lithuania, 867-4336, m`HtQ4o(TATY&, 
sharty@hotmail.fr, Harty, Sileas, Andorra, 219-7734, ^$z8ziL3NcbG, 
shavile@hotmail.com, Havile, Steven, Brazil, 398-9447, 9'beu{ZYR2, 
shughf@virgilio.it, Hughf, Savina, Burundi, 209-9405, zM\lj+s, 
sionn@bellsouth.net, Ionn, Shawnee, Guyana, 398-3958, 87gZb+!91{, 
sjorez@live.com, Jorez, Syd, India, 429-5184, +t]U:\pX4P6?o%<Y, 
sjurgensen@hotmail.it, Jurgensen, Shandie, Palestine State, 444-4895, #LDWfK|TL-Xqu1, 
